highway,count,length
footway,77,6812.408
living_street,13,3317.991
motorway,3,5952.654
residential,113,18208.684
service,23,1924.873
steps,1,10.599
tertiary,11,10906.062
tertiary_link,6,1172.929
track,5,2231.743
trunk,2,2509.938
