amenity,count
atm,8
bank,34
bar,1
bench,1
bureau_de_change,1
bus_station,2
cafe,2
car_rental,2
charging_station,1
clinic,5
courthouse,1
doctors,1
drinking_water,1
fast_food,8
fire_station,2
fountain,1
fuel,1
hospital,1
ice_cream,4
library,3
marketplace,1
motorcycle_parking,4
parking,3
parking_entrance,2
pharmacy,17
place_of_worship,25
police,6
post_office,1
restaurant,19
school,12
taxi,1
toilets,7
townhall,1
university,2
