highway,count,length
footway,15,3719.309
path,1,125.849
primary,2,5787.885
primary_link,1,10.609
residential,430,60233.466
secondary,6,4027.589
secondary_link,1,90.677
service,25,2913.32
tertiary,16,12452.928
tertiary_link,1,11.397
unclassified,1,604.834
