highway,count,length
footway,56,4057.624
primary,15,6236.34
primary_link,1,44.88
residential,311,52351.047
secondary,12,3567.1
secondary_link,4,186.719
service,40,4967.568
tertiary,30,12674.7
tertiary_link,2,55.437
track,8,3493.147
unclassified,8,1436.39
