highway,count,length
footway,67,5126.141
residential,86,10585.204
secondary,13,5088.932
secondary_link,4,224.759
service,1,139.516
steps,2,27.412
tertiary,5,1032.991
trunk,6,2283.745
trunk_link,3,885.579
unclassified,2,43.767
