highway,count,length
footway,9,643.198
primary,22,4749.82
primary_link,3,83.77
residential,195,38317.573
secondary,6,4614.552
secondary_link,2,42.288
service,20,3739.712
steps,2,13.934
tertiary,15,5940.908
unclassified,3,555.252
